       0     170     0  9.080e-02 -3.212e-03  1.492e+01     0     0    -1   1.73775785752406375372914e-02  1.138e-01  7.866e-01  1.017e-01 -5.691e+01    0    1    0    0 NULL NULL
       0     659     0 -5.342e-02  8.349e-02  1.503e+01     0     0    -1   6.70607316245636631002469e-02  4.177e-01  6.031e+00  6.690e+00 -4.057e+01    0    1    0    0 NULL NULL
       0     678     0 -7.134e-02 -2.680e-02  1.495e+01     0     0    -1   6.85979087223007460982771e-02  6.836e-01  4.331e+00 -8.578e+00 -2.824e+01    0    0    0    0 NULL NULL
       0     752     0 -5.257e-03 -6.229e-02  1.500e+01     0     0    -1   7.63316054065373700288077e-02  3.488e-01  7.071e-01 -4.669e+00 -6.261e+01    0    1    0    0 NULL NULL
       0     821     0 -7.885e-04  3.008e-02  1.505e+01     0     0    -1   8.37087548335958830936221e-02  2.847e-01  6.731e+00 -2.554e+00 -2.620e+01    0    1    0    0 NULL NULL
       0    1010     0  5.113e-02  2.845e-02  1.496e+01     0     0    -1   1.01884467416086726965219e-01  4.379e-01 -1.083e+00 -9.143e+00 -3.171e+01    0    1    0    0 NULL NULL
       0    1021     0 -2.609e-02 -4.502e-02  1.503e+01     0     0    -1   1.02808473273073214260265e-01  6.691e-01 -2.924e+00  3.779e-02 -5.299e+01    0    1    0    1 NULL NULL
       0    1315     0 -1.801e-03 -7.955e-02  1.500e+01     0     0    -1   1.32047558411594351257534e-01  1.452e-01  1.296e+00 -5.235e+00 -2.837e+01    0    1    0    0 NULL NULL
       0    1332     0  4.716e-02  1.905e-03  1.509e+01     0     0    -1   1.33979788223360540833085e-01  6.692e-01  4.222e+00  4.813e+00 -6.339e+01    0    2    0    0 NULL NULL
       0    1655     0 -1.043e-02  8.287e-02  1.500e+01     0     0    -1   1.67029786721596240628429e-01  5.286e-02 -4.805e+00  8.653e+00 -2.851e+01    0    1    0    0 NULL NULL
       0    1760     0  3.415e-02 -1.440e-02  1.505e+01     0     0    -1   1.77165013903952978102652e-01  2.077e-01  7.676e+00 -5.502e+00 -3.123e+01    0    1    0    0 NULL NULL
       0    2131     0  5.408e-02 -2.527e-02  1.510e+01     0     0    -1   2.13476665806851872986272e-01  1.301e-02  7.410e+00 -5.547e+00 -4.868e+01    0    1    0    0 NULL NULL
       0    2481     0  4.362e-02 -7.182e-02  1.494e+01     0     0    -1   2.51000962239733171887934e-01  6.598e-02  2.408e+00  7.281e+00 -2.601e+01    0    1    0    0 NULL NULL
       0    2660     0 -6.767e-02 -3.683e-02  1.500e+01     0     0    -1   2.68564632528047131376780e-01  4.539e-01 -4.298e+00  2.740e+00 -4.084e+01    0    2    0    0 NULL NULL
       0    2663     0 -4.961e-02  4.242e-02  1.509e+01     0     0    -1   2.68879883467894098547646e-01  3.594e-01 -2.118e+00  9.149e+00 -2.891e+01    0    2    0    0 NULL NULL
       0    2790     0  9.043e-02  1.450e-02  1.492e+01     0     0    -1   2.78785867751860760854754e-01  1.995e-01 -6.234e+00 -6.200e-01 -4.245e+01    0    2    0    0 NULL NULL
       0    2801     0  3.804e-02  8.399e-02  1.507e+01     0     0    -1   2.79743906731362734774393e-01  6.727e-01  2.581e-01  5.193e+00 -6.273e+01    0    2    0    0 NULL NULL
       0    2808     0 -5.193e-03  8.690e-02  1.504e+01     0     0    -1   2.80373759918301324045586e-01  4.329e-01  4.211e+00  1.503e+00 -2.782e+01    0    1    0    0 NULL NULL
       0    2824     0  2.093e-02 -8.669e-02  1.493e+01     0     0    -1   2.82350869818501604147087e-01  6.666e-01 -5.438e+00 -6.527e+00 -3.096e+01    0    1    0    0 NULL NULL
